year,year_level,state,attribute,subgroup,grammar_punctuation_nas,numeracy_nas,reading_nas,spelling_nas,writing_nas
2023,3,Queensland,Parental education,Parental education: not stated,24.494728722036513,21.028542041655953,19.39331619537275,21.717665209565446,15.82926202108511
2023,3,Queensland,Parental occupation,Not in paid work for 12 months,37.6202661207779,33.66427840327533,28.733691481197237,32.83520982599796,24.178187403993853
2023,3,Queensland,Parental occupation,Other managers and associate professionals,10.184590090426726,6.929745889387144,7.11702286653714,9.627083177639935,4.734010759115361
2023,3,Queensland,Parental occupation,Parental occupation not stated/unknown,26.18115318416523,22.128254788035292,20.25599655802947,22.594664371772804,16.015061861215706
2023,3,Queensland,Parental occupation,Senior managers and professionals,6.4634853677827575,4.304625283476611,4.4620169750645795,6.606907461112575,2.7557851457487748
2023,3,Queensland,Parental occupation,"Skilled trades, clerical and sales",18.02171922020149,13.6063321776673,13.009746843723423,15.894282349862621,8.606750392464678
2023,3,Queensland,Parental occupation,"Unskilled manual, office & sales",25.918284240532095,21.591094216671195,18.99579318767811,21.810777792860055,13.889793702497286
2023,3,South Australia,ABS remoteness,Inner regional,19.543118218161048,15.316961736150772,12.461450599657338,14.631639063392345,7.972587093089663
2023,3,South Australia,ABS remoteness,Major cities,11.390995840469783,9.647663322730608,7.418644482505507,7.784438463420602,5.121115732811353
2023,3,South Australia,ABS remoteness,Outer regional,21.033274956217163,16.795096322241683,13.30122591943958,14.281961471103328,10.341506129597198
2023,3,South Australia,ABS remoteness,Remote,20.560747663551403,15.140186915887849,12.299065420560746,15.551401869158878,10.542056074766355
2023,3,South Australia,ABS remoteness,Very remote,38.94736842105263,37.05263157894737,26.631578947368418,28.10526315789474,24.842105263157894
2023,3,South Australia,All,All,13.591055523971956,11.27724085654728,8.770134546143641,9.4352851999242,6.237445518286906
2023,3,South Australia,Gender,Female,11.975225007258299,12.550082260718087,7.167327978321883,8.243491725539535,4.107229265460176
2023,3,South Australia,Gender,Male,15.134583255986636,10.051976981622424,10.304436606645629,10.573603118618898,8.281046964915536
2023,3,South Australia,Indigeneity,Indigenous,37.04318936877076,35.08305647840532,27.192691029900327,28.255813953488367,23.45514950166113
2023,3,South Australia,Indigeneity,Non-Indigenous,12.09833900543506,9.751612739371158,7.607050337786355,8.241987098085032,5.14857520190989
2023,3,South Australia,Language background,LBOTE,9.281045751633988,9.732620320855615,6.417112299465241,5.046543870073282,3.8066943949296896
2023,3,South Australia,Language background,Non-LBOTE,14.64849840688767,11.48261134838316,9.294285133211307,10.624364449867803,6.876821910378957
2023,3,South Australia,Parental education,Parental education: Year 11,34.94366197183098,31.0,23.788732394366193,24.43661971830986,20.366197183098592
2023,3,South Australia,Parental education,Parental education: Year 12,20.01730103806229,17.82006920415225,13.304498269896198,12.318339100346021,9.550173010380622
2023,3,South Australia,Parental education,Parental education: bachelor,5.366924524357099,3.968220781936023,3.0901108091156178,3.692243361906753,1.7102237089692662
2023,3,South Australia,Parental education,Parental education: certificate,19.81014968966776,15.69550930996714,12.825848849945235,13.811610076670316,8.849945235487404
2023,3,South Australia,Parental education,Parental education: diploma,13.427195257502778,11.574657280474247,8.721748795850315,9.618377176732123,5.891070766950722
2023,3,South Australia,Parental education,Parental education: not stated,22.839036755386566,23.117870722433462,15.96958174904943,16.831432192648922,13.891001267427121
2023,3,South Australia,Parental occupation,Not in paid work for 12 months,27.425658453695835,25.097706032285473,19.55819881053526,19.082412914188613,14.851316907391677
2023,3,South Australia,Parental occupation,Other managers and associate professionals,9.991708126036484,7.728026533996683,6.127694859038143,7.052238805970148,3.7728026533996686
2023,3,South Australia,Parental occupation,Parental occupation not stated/unknown,27.65395894428152,25.943304007820135,19.237536656891496,18.95405669599218,16.451612903225804
2023,3,South Australia,Parental occupation,Senior managers and professionals,5.992802378344547,4.036926928493193,3.5831638241276798,4.484431231419183,2.062275074323267
2023,3,South Australia,Parental occupation,"Skilled trades, clerical and sales",14.375167246454373,11.66176077067166,9.365801445009366,10.056194808670057,6.074391222906074
2023,3,South Australia,Parental occupation,"Unskilled manual, office & sales",19.706784861916127,16.624616433685645,12.028639618138426,12.840095465393794,9.014660756904194
2023,3,Tasmania,ABS remoteness,Inner regional,15.281877570771837,10.810549237841762,9.736269053955963,13.133317203000244,8.908782966368255
2023,3,Tasmania,ABS remoteness,Outer regional,23.077642656688493,15.098222637979418,15.712283979448854,20.243217960710943,11.695469406819244
2023,3,Tasmania,ABS remoteness,Remote,28.92307692307693,20.307692307692307,16.307692307692307,25.538461538461537,26.153846153846157
2023,3,Tasmania,All,All,18.017254901960783,12.301176470588237,11.806208842897458,15.63607843137255,9.995297068506034
2023,3,Tasmania,Gender,Female,15.256287806431073,13.148678764724608,9.580152671755727,12.779369627507165,5.869634340222575
2023,3,Tasmania,Gender,Male,20.69882498453927,11.47804576376005,13.970315398886829,18.41063698206555,14.007421150278294
2023,3,Tasmania,Indigeneity,Indigenous,31.48760330578512,22.424242424242422,21.019283746556475,28.07162534435262,20.05509641873278
2023,3,Tasmania,Indigeneity,Non-Indigenous,15.986733001658374,10.76100976598489,10.432860563639712,13.808734107241568,8.498802726100571
2023,3,Tasmania,Language background,LBOTE,7.122861586314152,5.78538102643857,4.074650077760499,5.4743390357698285,2.643856920684292
2023,3,Tasmania,Language background,Non-LBOTE,19.359712230215827,13.115107913669066,12.780873629336686,16.805755395683455,10.79273773143987
2023,3,Tasmania,Parental education,Parental education: Year 11,35.75250836120401,27.692307692307693,23.939899833055094,30.100334448160538,23.23873121869783
2023,3,Tasmania,Parental education,Parental education: Year 12,26.144200626959247,21.191222570532915,19.62382445141066,23.13479623824452,15.862068965517242
2023,3,Tasmania,Parental education,Parental education: bachelor,7.311827956989248,3.779983457402812,4.415047540305912,6.889991728701407,2.9185613890037203
2023,3,Tasmania,Parental education,Parental education: certificate,23.98540811673507,16.315549475604193,15.85043319653443,20.410396716826266,13.178294573643413
2023,3,Tasmania,Parental education,Parental education: diploma,16.3944530046225,10.755007704160246,10.246153846153845,14.483821263482277,8.83076923076923
2023,3,Tasmania,Parental education,Parental education: not stated,21.313131313131315,16.16161616161616,13.131313131313133,17.575757575757578,15.477386934673367
2023,3,Tasmania,Parental occupation,Not in paid work for 12 months,39.27272727272727,33.13636363636363,26.31818181818182,33.45454545454545,26.954545454545453
2023,3,Tasmania,Parental occupation,Other managers and associate professionals,12.94287780187997,7.534345625451916,8.208092485549132,12.306579898770789,6.11271676300578
2023,3,Tasmania,Parental occupation,Parental occupation not stated/unknown,25.067567567567572,19.93243243243243,16.95945945945946,18.91891891891892,17.23905723905724
2023,3,Tasmania,Parental occupation,Senior managers and professionals,8.44789356984479,4.323725055432372,5.130193905817174,7.904656319290466,3.357340720221606
2023,3,Tasmania,Parental occupation,"Skilled trades, clerical and sales",19.915134370579917,13.224893917963223,13.04593639575972,16.97312588401697,10.190812720848056
2023,3,Tasmania,Parental occupation,"Unskilled manual, office & sales",27.803468208092486,20.2504816955684,18.901734104046245,23.198458574181117,17.1868978805395
2023,3,Victoria,ABS remoteness,Inner regional,14.487717195925704,8.611185086551266,8.544232177328096,13.252113707476202,5.284525790349418
2023,3,Victoria,ABS remoteness,Major cities,9.160836976889444,6.692901089977826,5.6840395965399875,7.749843847595253,3.487805639696468
2023,3,Victoria,ABS remoteness,Outer regional,16.398625429553267,8.945379594641016,9.56701030927835,14.735395189003436,5.670103092783505
2023,3,Victoria,ABS remoteness,Remote,19.444444444444446,7.222222222222221,6.11111111111111,17.777777777777775,7.222222222222223
2023,3,Victoria,All,All,10.397385716550218,7.125071638478704,6.345602848120557,9.009523112753167,3.89583155533339
2023,3,Victoria,Gender,Female,9.117772055698609,8.135296617584562,5.320201969704544,8.036799080022998,2.2515496900619874
2023,3,Victoria,Gender,Male,11.619079370371251,6.165606915767665,7.324983331745879,9.934512895006312,5.460520049528526
2023,3,Victoria,Indigeneity,Indigenous,26.853233830845767,20.17412935323383,17.734909769757312,24.079601990049753,13.080273802115745
2023,3,Victoria,Indigeneity,Non-Indigenous,9.823900530800945,6.65999315086536,5.916502041353879,8.519947841892444,3.572500987751877
2023,3,Victoria,Language background,LBOTE,9.175638863665844,7.539643934234848,6.0287298550536645,6.860812037877806,3.344574875154031
2023,3,Victoria,Language background,Non-LBOTE,11.133561309233023,6.875244274212459,6.536537710042986,10.304250122129947,4.227966316941171
2023,3,Victoria,Parental education,Parental education: Year 11,27.057654075546722,21.167992047713717,18.703105590062112,23.11133200795229,12.506832298136647
2023,3,Victoria,Parental education,Parental education: Year 12,17.670410028728128,12.629929485505354,11.104727082789239,14.097675633324627,7.10890571950901
2023,3,Victoria,Parental education,Parental education: bachelor,4.958984103443482,3.0411308075541648,2.689250874713256,4.339806275200445,1.43251071718225
2023,3,Victoria,Parental education,Parental education: certificate,17.410843905825917,11.979548036864033,10.65564460150186,15.345578488922552,7.057041898031298
2023,3,Victoria,Parental education,Parental education: diploma,12.602739726027396,8.575052854122621,7.874175545408421,11.097581599864704,4.604718018094191
2023,3,Victoria,Parental education,Parental education: not stated,11.178410794602698,8.50629874025195,7.382308845577211,9.073463268365815,4.153431225651784
2023,3,Victoria,Parental occupation,Not in paid work for 12 months,23.6467858605159,18.2339293025795,15.764192139737993,20.417633410672856,11.440654843110504
2023,3,Victoria,Parental occupation,Other managers and associate professionals,7.406111627398458,4.292586923245134,4.244246433061829,6.806975345760673,2.5155788783207607
2023,3,Victoria,Parental occupation,Parental occupation not stated/unknown,11.424000000000001,8.919711923179515,7.536000000000001,9.162666666666667,4.328358208955224
2023,3,Victoria,Parental occupation,Senior managers and professionals,4.246054168079256,2.3415075149734434,2.188406342988437,4.055448826609409,1.2430314901310833
2023,3,Victoria,Parental occupation,"Skilled trades, clerical and sales",12.62313707144289,8.54851643945469,7.7455565949485505,10.701062621132126,4.055859949218228
2023,3,Victoria,Parental occupation,"Unskilled manual, office & sales",17.924714760578563,13.358490566037737,11.229677535255547,14.609648728775493,7.161980055700297
2023,3,Western Australia,ABS remoteness,Inner regional,21.652613827993257,14.522765598650928,14.11129848229342,16.532883642495783,9.574898785425102
2023,3,Western Australia,ABS remoteness,Major cities,12.728832951945082,9.536580133018665,8.928456505416712,9.874141876430206,5.596310596310596
2023,3,Western Australia,ABS remoteness,Outer regional,25.42680412371134,18.663366336633665,18.457731958762885,19.96701030927835,12.305154639175257
2023,3,Western Australia,ABS remoteness,Remote,27.257383966244724,21.856540084388186,20.80225193525686,22.658227848101266,15.056179775280896
2023,3,Western Australia,ABS remoteness,Very remote,52.08144796380091,48.75565610859728,41.694915254237294,47.466063348416284,41.82844243792324
2023,3,Western Australia,All,All,15.874163094937948,12.02386955790889,11.282985041178776,12.545031795388969,7.653484203450594
2023,3,Western Australia,Gender,Female,13.52964998553659,12.46427124920442,9.110159685258044,10.922765403529072,5.198981952799629
2023,3,Western Australia,Gender,Male,18.077131993481803,11.611711662773642,13.323919183141427,14.069527430744161,9.95872705550125
2023,3,Western Australia,Indigeneity,Indigenous,52.09233060312734,47.10614525139665,40.90063267584667,44.83246463142219,37.67113095238095
2023,3,Western Australia,Indigeneity,Non-Indigenous,12.837126774351443,9.059536192865448,8.791948361834256,9.830518844836025,5.134589502018843
2023,3,Western Australia,Parental education,Parental education: Year 11,40.96845846290538,35.45777777777778,31.99289835774523,33.3718347401155,26.15794143744455
2023,3,Western Australia,Parental education,Parental education: Year 12,23.70157819225251,18.794835007173603,17.33142037302726,18.737446197991392,13.253588516746412
2023,3,Western Australia,Parental education,Parental education: bachelor,6.438693776956253,4.287122612446087,4.29354858586481,5.0191004313000604,2.2313947757516015
2023,3,Western Australia,Parental education,Parental education: certificate,21.187529747739173,15.613993336506423,14.873869585911473,16.627796287482152,9.425342058298632
2023,3,Western Australia,Parental education,Parental education: diploma,15.396825396825395,10.562231759656653,9.8949174351276,11.647361647361647,5.836192109777015
2023,3,Western Australia,Parental education,Parental education: not stated,34.259349198640116,29.179213210296258,26.06413994169096,28.178727537639624,21.34045653229723
2023,3,Western Australia,Parental occupation,Not in paid work for 12 months,37.057761732851986,31.963882618510166,28.786648624267023,31.353790613718413,24.56472710870546
2023,3,Western Australia,Parental occupation,Other managers and associate professionals,11.345444611391887,7.442622950819672,7.630105176888404,8.662750990301872,4.121261777959853
2023,3,Western Australia,Parental occupation,Parental occupation not stated/unknown,31.03121516164994,25.949261221076114,23.52383607471425,25.51282051282051,18.567846196712175
2023,3,Western Australia,Parental occupation,Senior managers and professionals,6.943716686240853,4.336435088987262,4.541019154318757,5.691571054295781,2.3579365796368235
2023,3,Western Australia,Parental occupation,"Skilled trades, clerical and sales",16.625629546726355,11.994963626189143,11.307875227304518,12.098489087856743,6.4139860139860145
2023,3,Western Australia,Parental occupation,"Unskilled manual, office & sales",21.685419058553386,17.699196326061998,15.523415977961433,16.96900114810563,11.48301193755739
2023,5,Australia,ABS remoteness,Inner regional,13.381813144954638,11.399383592478443,8.642313019390583,12.51263937945841,12.994581118747945
2023,5,Australia,ABS remoteness,Major cities,7.760305099837875,7.339978242333363,5.286019084738928,6.413396839797383,7.051767729796474
2023,5,Australia,ABS remoteness,Outer regional,17.197638979977626,15.132152641123586,12.253982949504302,14.713938505458895,17.456312926744594
2023,5,Australia,ABS remoteness,Remote,28.372445117335353,26.15345784957092,21.97780020181635,23.830431491294473,27.840565085771946
2023,5,Australia,ABS remoteness,Very remote,54.79790419161677,53.682634730538915,49.59611069558713,47.57485029940119,55.17576664173524
2023,5,Australia,All,All,10.122662413558,9.270292729104584,6.986401431684544,8.683768384143372,9.559363301579571
2023,5,Australia,Gender,Female,7.84360115415188,9.940349142166834,5.199056196371238,7.014539559744885,6.608796875782305
2023,5,Australia,Gender,Male,12.281733214008428,8.637505926979612,8.679558371212345,10.264747195173268,12.354035794713761
2023,5,Australia,Indigeneity,Indigenous,36.06180850567201,34.279310827847034,27.68275604518719,28.23024135194435,32.679579929988336
2023,5,Australia,Indigeneity,Non-Indigenous,8.246414774831985,7.46031798532121,5.489517774639596,7.27714716621686,7.873097554683935
