Word,log_freq_pm,Nletters,Nphon,Nsyll,Perc_known_final,letters_per_syll,phon_per_syll,letters_per_phon,letters_x_syll,phon_x_syll,is_lemma_match,lemma_length_diff,AoA_final,Age_Group
books,4.230690617415853,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,3.68,below_6
bookstore,1.593627306407458,9,7,2,1.0,4.5,3.5,1.2857142857142858,18,14,1,0,6.45,age_6_8
boom,3.1269325197943387,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,5.56,below_6
boomer,1.2329603411991883,6,4,2,0.8421052631578947,3.0,2.0,1.5,12,8,1,0,12.12,age_8_plus
boon,1.1370785694959056,4,3,1,0.8947368421052632,4.0,3.0,1.3333333333333333,4,3,1,0,12.94,age_8_plus
boost,1.70652903660942,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,7.89,age_6_8
booster,1.2939210409888755,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,8.95,age_8_plus
boot,2.49627963996027,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,3.89,below_6
booth,3.062107342498863,5,3,1,1.0,5.0,3.0,1.6666666666666667,5,3,1,0,7.16,age_6_8
boots,3.0035448132907847,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,4.86,below_6
booty,1.965328234912415,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,9.68,age_8_plus
booze,2.479992634985572,5,3,1,0.95,5.0,3.0,1.6666666666666667,5,3,1,0,10.42,age_8_plus
border,2.9001279328415293,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,6.85,age_6_8
borders,1.3360325263390023,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,6.85,age_6_8
bore,2.1684933192957385,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,8.907281,age_8_plus
bored,3.052890687393939,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,6.25,age_6_8
boredom,1.143348182509501,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,7.68,age_6_8
boring,3.3468033095963565,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,5.26,below_6
born,4.438953540236375,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,4.68,below_6
borrow,3.4116005964230416,6,4,2,1.0,3.0,2.0,1.5,12,8,1,0,6.95,age_6_8
borrowed,2.4138107281042696,8,5,2,1.0,4.0,2.5,1.6,16,10,0,2,6.95,age_6_8
borrowing,1.3564413979702095,9,6,3,1.0,3.0,2.0,1.5,27,18,0,3,6.95,age_6_8
bosom,1.4152818979931427,5,5,2,1.0,2.5,2.5,1.0,10,10,1,0,12.5,age_8_plus
boss,4.830663914647254,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,6.16,age_6_8
bosses,1.6813024736637443,6,5,2,1.0,3.0,2.5,1.2,12,10,0,2,6.16,age_6_8
both,5.691484946845795,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,4.772365000000001,below_6
bother,4.224971413951326,6,4,2,1.0,3.0,2.0,1.5,12,8,1,0,6.5,age_6_8
bothered,2.4346448150071116,8,5,2,1.0,4.0,2.5,1.6,16,10,0,2,6.5,age_6_8
bothering,2.9434064545522514,9,6,3,1.0,3.0,2.0,1.5,27,18,0,3,6.5,age_6_8
bothers,2.1226137135450447,7,5,2,1.0,3.5,2.5,1.4,14,10,0,1,6.5,age_6_8
bottle,3.946329703778998,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,3.56,below_6
bottles,2.6653200691623256,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,3.56,below_6
bottom,3.9302865789384227,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,5.28,below_6
bottoms,1.5234954826333758,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,5.28,below_6
bought,4.460484376545222,6,3,1,1.0,6.0,3.0,2.0,6,3,0,3,5.56,below_6
boulder,1.1244201726239824,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,7.916180000000002,age_6_8
boulevard,1.8207470061013074,9,8,3,1.0,3.0,2.6666666666666665,1.125,27,24,1,0,9.188949999999998,age_8_plus
bounce,2.3835323687980092,6,4,1,1.0,6.0,4.0,1.5,6,4,1,0,6.17,age_6_8
bounced,1.376442064676879,7,5,1,1.0,7.0,5.0,1.4,7,5,0,1,6.17,age_6_8
bouncing,1.6591613477865308,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,2,6.17,age_6_8
bound,2.9668889016056625,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,9.0,age_8_plus
boundaries,1.5488132906176657,10,7,3,1.0,3.3333333333333335,2.3333333333333335,1.4285714285714286,30,21,0,2,8.35,age_8_plus
bounds,1.1801621556322175,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,9.0,age_8_plus
bounty,2.1012605890744758,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,9.35,age_8_plus
bouquet,1.4388123954033372,7,4,2,1.0,3.5,2.0,1.75,14,8,1,0,8.72,age_8_plus
bourbon,1.9816773729139443,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,11.05,age_8_plus
bout,3.000622258848183,4,3,1,0.9473684210526315,4.0,3.0,1.3333333333333333,4,3,1,0,11.83,age_8_plus
bow,3.057509633250234,3,2,1,1.0,3.0,2.0,1.5,3,2,1,0,4.95,below_6
bowel,1.5234954826333758,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,9.72,age_8_plus
bowl,3.1113342832640143,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,4.26,below_6
bowling,2.458415034341024,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,7.0,age_6_8
bowls,1.1557707025080584,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,4.26,below_6
box,4.5080544555892414,3,4,1,1.0,3.0,4.0,0.75,3,4,1,0,4.3,below_6
boxer,1.5775627039036515,5,5,2,1.0,2.5,2.5,1.0,10,10,1,0,7.95,age_6_8
boxes,2.8145864958490483,5,6,2,1.0,2.5,3.0,0.8333333333333334,10,12,0,2,4.3,below_6
boxing,2.110807200958056,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,7.16,age_6_8
boy,6.274429629681624,3,2,1,1.0,3.0,2.0,1.5,3,2,1,0,3.67,below_6
boyfriend,4.293677464842592,9,7,2,1.0,4.5,3.5,1.2857142857142858,18,14,1,0,6.89,age_6_8
boyfriends,1.804746664754866,10,8,2,1.0,5.0,4.0,1.25,20,16,0,1,6.89,age_6_8
boys,5.416797327051864,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,0,1,3.67,below_6
bozo,1.2443240998495035,4,4,2,1.0,2.0,2.0,1.0,8,8,1,0,6.21,age_6_8
bra,2.478349249241841,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,8.21,age_8_plus
brace,1.9816773729139443,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,7.89,age_6_8
bracelet,2.1751972550179284,8,7,2,1.0,4.0,3.5,1.1428571428571428,16,14,1,0,5.68,below_6
braces,1.4388123954033372,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,8.5556,age_8_plus
brag,1.5062536761988694,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,7.79,age_6_8
bragging,1.198073082198748,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,4,7.79,age_6_8
brain,4.356960177702603,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,5.76,below_6
brains,3.3488715626604155,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,5.76,below_6
brake,1.9431050981277047,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,5.95,below_6
brakes,2.0343211063993665,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,5.95,below_6
branch,2.405000098422115,6,5,1,1.0,6.0,5.0,1.2,6,5,1,0,5.11,below_6
branches,1.466337068793427,8,7,2,1.0,4.0,3.5,1.1428571428571428,16,14,0,2,5.11,below_6
brand,2.705432398560131,5,5,1,1.0,5.0,5.0,1.0,5,5,1,0,7.72,age_6_8
brandy,2.494662824733365,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,12.1,age_8_plus
brass,2.5739584274039027,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,9.05,age_8_plus
brat,1.976257305444605,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,6.21,age_6_8
brave,3.4875549501943666,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,6.0,age_6_8
bravery,1.3564413979702095,7,6,3,1.0,2.3333333333333335,2.0,1.1666666666666667,21,18,1,0,8.32,age_8_plus
brawl,1.1370785694959056,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,9.2,age_8_plus
breach,1.976257305444605,6,4,1,1.0,6.0,4.0,1.5,6,4,1,0,11.72,age_8_plus
bread,3.3787245258100964,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,3.58,below_6
break,5.403030613949425,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,5.3,below_6
breakdown,2.117907822507632,9,7,2,1.0,4.5,3.5,1.2857142857142858,18,14,1,0,10.11,age_8_plus
breaker,1.192138346678933,7,5,2,0.95,3.5,2.5,1.4,14,10,1,0,9.84,age_8_plus
breakfast,4.209072827883527,9,8,2,1.0,4.5,4.0,1.125,18,16,1,0,3.47,below_6
breaking,3.767110567089122,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,3,5.3,below_6
breaks,2.986869586296146,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,5.3,below_6
breakthrough,1.4887093665479603,12,7,2,1.0,6.0,3.5,1.7142857142857142,24,14,1,0,11.53,age_8_plus
breakup,1.3664917338237108,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,9.2,age_8_plus
breast,2.2986558148541563,6,5,1,1.0,6.0,5.0,1.2,6,5,1,0,6.6,age_6_8
breasts,2.5975932055379,7,6,1,1.0,7.0,6.0,1.1666666666666667,7,6,1,0,8.027632,age_8_plus
breath,3.826934911433337,6,4,1,1.0,6.0,4.0,1.5,6,4,1,0,5.81,below_6
breathe,3.9021707089851345,7,4,1,1.0,7.0,4.0,1.75,7,4,1,0,4.11,below_6
breaths,1.4105086192404854,7,5,1,1.0,7.0,5.0,1.4,7,5,0,1,5.81,below_6
bred,1.238658362313826,4,4,1,1.0,4.0,4.0,1.0,4,4,0,-1,9.0,age_8_plus
breed,1.992430164690206,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,9.0,age_8_plus
breeding,1.5362345084108056,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,1,0,9.3,age_8_plus
breeze,2.201572410272323,6,4,1,1.0,6.0,4.0,1.5,6,4,1,0,6.22,age_6_8
brew,1.255560173116429,4,3,1,0.9444444444444444,4.0,3.0,1.3333333333333333,4,3,1,0,9.06,age_8_plus
bribe,1.951496755763953,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,9.74,age_8_plus
brick,2.4138107281042696,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,6.43,age_6_8
bricks,1.593627306407458,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,6.43,age_6_8
bridal,1.28311012488466,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,8.47,age_8_plus
bride,3.2274662720732388,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,5.1,below_6
bridesmaid,1.238658362313826,10,8,2,0.9444444444444444,5.0,4.0,1.25,20,16,1,0,8.47,age_8_plus
bridge,3.8438701171909195,6,4,1,1.0,6.0,4.0,1.5,6,4,1,0,5.58,below_6
bridges,1.7752846320245501,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,5.58,below_6
brief,2.7313070632664775,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,8.44,age_8_plus
briefcase,2.260536856750546,9,7,2,1.0,4.5,3.5,1.2857142857142858,18,14,1,0,6.37,age_6_8
briefing,1.7171486054368803,8,6,2,0.9444444444444444,4.0,3.0,1.3333333333333333,16,12,1,0,12.59,age_8_plus
brig,1.3960505360652553,4,4,1,0.85,4.0,4.0,1.0,4,4,1,0,12.82,age_8_plus
brigade,1.4341503822975257,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,11.58,age_8_plus
bright,3.8157712059685602,6,4,1,1.0,6.0,4.0,1.5,6,4,1,0,6.58,age_6_8
brighter,1.3714792753347502,8,5,2,1.0,4.0,2.5,1.6,16,10,0,2,6.58,age_6_8
brightest,1.1495787322601372,9,7,2,1.0,4.5,3.5,1.2857142857142858,18,14,0,3,6.58,age_6_8
brilliant,3.6056044038621833,9,8,2,1.0,4.5,4.0,1.125,18,16,1,0,7.95,age_6_8
bring,5.793491734140324,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,4.42,below_6
bringing,3.823084639297104,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,3,4.42,below_6
brings,3.5867815840909265,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,4.42,below_6
brink,1.2499579175677595,5,5,1,1.0,5.0,5.0,1.0,5,5,1,0,10.47,age_8_plus
bro,3.2543186717979995,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,9.17,age_8_plus
broad,2.7552829751421886,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,10.5,age_8_plus
broadcast,2.2986558148541563,9,8,2,1.0,4.5,4.0,1.125,18,16,1,0,9.3,age_8_plus
broadcasting,1.4341503822975257,12,10,3,1.0,4.0,3.3333333333333335,1.2,36,30,1,0,9.53,age_8_plus
broads,1.5277598814198332,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,10.5,age_8_plus
broccoli,1.1861681796924295,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,5.2,below_6
broke,4.663439094112067,5,4,1,1.0,5.0,4.0,1.25,5,4,0,0,5.3,below_6
broken,4.280200171899111,6,6,2,1.0,3.0,3.0,1.0,12,12,0,1,5.3,below_6
broker,1.5320061723012843,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,10.94,age_8_plus
bronze,1.3360325263390023,6,5,1,1.0,6.0,5.0,1.2,6,5,1,0,10.0,age_8_plus
brook,1.111599484194921,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,8.42,age_8_plus
broom,1.751754134614356,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,5.5,below_6
brother,5.6522827606167665,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,3.63,below_6
brotherhood,1.640328399453439,11,8,3,1.0,3.6666666666666665,2.6666666666666665,1.375,33,24,1,0,9.44,age_8_plus
brothers,3.872425750803787,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,1,3.63,below_6
brought,5.154877098793679,7,4,1,1.0,7.0,4.0,1.75,7,4,0,2,4.42,below_6
brown,4.112800647043011,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,4.196887000000001,below_6
brownie,1.5105920777974677,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,4.8,below_6
brownies,1.341173925839421,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,1,4.8,below_6
bruise,1.4434527749598391,6,4,1,1.0,6.0,4.0,1.5,6,4,1,0,5.45,below_6
bruises,1.8364953630694465,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,5.45,below_6
brunch,1.5488132906176657,6,5,1,1.0,6.0,5.0,1.2,6,5,1,0,8.68,age_8_plus
brunette,1.501896370829914,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,1,0,8.61,age_8_plus
brush,2.718453415863096,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,3.78,below_6
brushed,1.2272296664902032,7,5,1,1.0,7.0,5.0,1.4,7,5,0,2,3.78,below_6
brushing,1.1557707025080584,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,3,3.78,below_6
brutal,2.1226137135450447,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,10.17,age_8_plus
brutality,1.1619245680824366,9,9,4,1.0,2.25,2.25,1.0,36,36,1,0,12.0,age_8_plus
brute,1.4294665329850993,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,10.85,age_8_plus
bubble,2.1972245773362196,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,3.79,below_6
bubbles,1.9431050981277047,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,3.79,below_6
buck,3.5480384984407003,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,7.68,age_6_8
bucket,2.3996762171693646,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,5.61,below_6
buckets,1.3308645561805597,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,5.61,below_6
buckle,1.7982741502492487,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,6.42,age_6_8
bucks,4.0464853371433955,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,7.68,age_6_8
bud,3.595968354997118,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,7.010335,age_6_8
buddhist,1.2156688440891272,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,1,0,10.441951,age_8_plus
buddies,2.5754520796606855,7,5,2,1.0,3.5,2.5,1.4,14,10,0,2,5.37,below_6
buddy,4.64325903710769,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,5.37,below_6
budge,1.111599484194921,5,3,1,1.0,5.0,3.0,1.6666666666666667,5,3,1,0,9.25,age_8_plus
budget,2.4032286187737326,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,10.05,age_8_plus
buff,1.2499579175677595,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,11.74,age_8_plus
buffalo,2.5573792986009916,7,6,3,0.95,2.3333333333333335,2.0,1.1666666666666667,21,18,1,0,6.701282000000001,age_6_8
buffet,1.6921918734630128,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,7.58,age_6_8
bug,3.0883650755875998,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,3.79,below_6
bugged,1.2666713985415,6,4,1,1.0,6.0,4.0,1.5,6,4,0,3,3.79,below_6
bugger,1.6776461624606338,6,4,2,0.8333333333333334,3.0,2.0,1.5,12,8,1,0,10.53,age_8_plus
bugging,1.7206635475443246,7,5,2,1.0,3.5,2.5,1.4,14,10,0,4,3.79,below_6
buggy,1.2499579175677595,5,4,2,0.9047619047619048,2.5,2.0,1.25,10,8,1,0,6.95,age_6_8
bugs,2.682899967479435,4,4,1,1.0,4.0,4.0,1.0,4,4,0,1,3.79,below_6
build,3.8934196587074483,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,4.45,below_6
building,4.610840354664942,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,1,0,6.16,age_6_8
buildings,2.396111151004869,9,7,2,1.0,4.5,3.5,1.2857142857142858,18,14,0,1,6.16,age_6_8
builds,1.5062536761988694,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,4.45,below_6
built,3.7413974883973826,5,4,1,1.0,5.0,4.0,1.25,5,4,0,0,4.45,below_6
bulb,1.593627306407458,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,6.56,age_6_8
bull,3.350248025369139,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,4.53,below_6
bulldog,1.7136212649189118,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,7.28,age_6_8
bullet,3.6695767018594077,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,6.7,age_6_8
bulletin,1.5234954826333758,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,10.28,age_8_plus
bulletproof,1.2666713985415,11,9,3,1.0,3.6666666666666665,3.0,1.2222222222222223,33,27,1,0,9.42,age_8_plus
bullets,2.9267394020670396,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,6.7,age_6_8
bulls,1.8207470061013074,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,4.53,below_6
bullshit,4.2535245904543615,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,1,0,10.0,age_8_plus
bully,2.106045287197812,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,6.05,age_6_8
bum,2.7991924677577575,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,8.11,age_8_plus
bummed,1.203972804325936,6,4,1,1.0,6.0,4.0,1.5,6,4,0,3,8.11,age_8_plus
bummer,1.640328399453439,6,4,2,1.0,3.0,2.0,1.5,12,8,1,0,7.3,age_6_8
bump,2.5917366734251868,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,4.35,below_6
bumped,1.957052325608555,6,5,1,1.0,6.0,5.0,1.2,6,5,0,2,4.35,below_6
bumper,1.5149117389419842,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,7.32,age_6_8
bumps,1.4975199962301151,5,5,1,1.0,5.0,5.0,1.0,5,5,0,1,4.35,below_6
bumpy,1.552971300766329,5,5,2,1.0,2.5,2.5,1.0,10,10,1,0,5.11,below_6
bums,1.552971300766329,4,4,1,1.0,4.0,4.0,1.0,4,4,0,1,8.11,age_8_plus
bun,1.3564413979702095,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,5.79,below_6
bunch,4.092381853054252,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,4.89,below_6
bundle,1.5896352851379205,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,7.06,age_6_8
bunk,1.9843764298831095,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,5.62,below_6
bunker,1.7380552902561939,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,9.5,age_8_plus
bunny,2.9729251372375125,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,4.5,below_6
buns,1.565342592568876,4,4,1,1.0,4.0,4.0,1.0,4,4,0,1,5.79,below_6
burden,2.3817224135527697,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,9.11,age_8_plus
bureau,2.49627963996027,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,11.95,age_8_plus
burger,2.4190600839904137,6,4,2,1.0,3.0,2.0,1.5,12,8,1,0,5.17,below_6
burgers,1.791759469228055,7,5,2,1.0,3.5,2.5,1.4,14,10,0,1,5.17,below_6
burglar,1.876316857256118,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,7.0,age_6_8
burglars,1.1307694003026412,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,1,7.0,age_6_8
burglary,1.5192128208413747,8,6,3,1.0,2.6666666666666665,2.0,1.3333333333333333,24,18,1,0,9.06,age_8_plus
burial,1.7483469762927415,6,6,3,1.0,2.0,2.0,1.0,18,18,1,0,9.22,age_8_plus
buried,3.5575864507843935,6,5,2,1.0,3.0,2.5,1.2,12,10,0,2,6.28,age_6_8
burn,4.0291958331590445,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,4.72,below_6
burned,3.380727865378272,6,4,1,1.0,6.0,4.0,1.5,6,4,0,2,4.72,below_6
burnt,2.3578899381846714,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,4.72,below_6
burst,2.254382991176168,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,7.72,age_6_8
bursting,1.203972804325936,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,0,3,7.72,age_6_8
bury,3.0757749812275277,4,4,2,1.0,2.0,2.0,1.0,8,8,1,0,6.28,age_6_8
burying,1.203972804325936,7,6,3,1.0,2.3333333333333335,2.0,1.1666666666666667,21,18,0,3,6.28,age_6_8
bus,4.319838290881264,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,3.85,below_6
buses,1.5976034547870976,5,5,2,1.0,2.5,2.5,1.0,10,10,0,2,3.85,below_6
bush,2.715862740839004,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,4.9,below_6
bushes,1.7719568419318754,6,5,2,1.0,3.0,2.5,1.2,12,10,0,2,4.9,below_6
business,5.7745515455444085,8,6,2,1.0,4.0,3.0,1.3333333333333333,16,12,1,0,7.47,age_6_8
businesses,1.3960505360652553,10,8,3,1.0,3.3333333333333335,2.6666666666666665,1.25,30,24,0,2,7.47,age_6_8
businessman,2.1884717862266245,11,9,3,1.0,3.6666666666666665,3.0,1.2222222222222223,33,27,1,0,9.38,age_8_plus
businessmen,1.2443240998495035,11,9,3,1.0,3.6666666666666665,3.0,1.2222222222222223,33,27,0,0,9.38,age_8_plus
bust,3.352309173470879,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,9.23,age_8_plus
buster,2.8412547429312096,6,5,2,0.8888888888888888,3.0,2.5,1.2,12,10,1,0,8.38,age_8_plus
busting,1.9146131423333985,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,3,9.23,age_8_plus
busy,4.67776440795788,4,4,2,1.0,2.0,2.0,1.0,8,8,1,0,5.95,below_6
but,8.3935488944315,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,4.601853000000001,below_6
butch,2.0057105723581006,5,3,1,1.0,5.0,3.0,1.6666666666666667,5,3,1,0,11.32642,age_8_plus
butcher,2.2523232582131576,7,4,2,1.0,3.5,2.0,1.75,14,8,1,0,7.9,age_6_8
butler,2.3943238404307734,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,7.5,age_6_8
butt,3.678036568189228,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,3.73,below_6
butter,3.0648558554522127,6,4,2,1.0,3.0,2.0,1.5,12,8,1,0,5.78,below_6
buttercup,1.2156688440891272,9,7,3,1.0,3.0,2.3333333333333335,1.2857142857142858,27,21,1,0,6.9,age_6_8
butterflies,1.1801621556322175,11,8,3,1.0,3.6666666666666665,2.6666666666666665,1.375,33,24,0,2,3.67,below_6
butterfly,1.8733093361921627,9,7,3,1.0,3.0,2.3333333333333335,1.2857142857142858,27,21,1,0,3.67,below_6
button,3.37604714803938,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,4.78,below_6
buttons,2.2727321298443646,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,4.78,below_6
butts,1.905904814441614,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,3.73,below_6
buy,5.26492278573239,3,2,1,1.0,3.0,2.0,1.5,3,2,1,0,5.56,below_6
buyer,1.8207470061013074,5,3,2,1.0,2.5,1.5,1.6666666666666667,10,6,1,0,6.94,age_6_8
buyers,1.2156688440891272,6,4,2,1.0,3.0,2.0,1.5,12,8,0,1,6.94,age_6_8
buying,3.524051054767499,6,4,2,1.0,3.0,2.0,1.5,12,8,0,3,5.56,below_6
buys,2.086767581771909,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,0,1,5.56,below_6
buzz,2.8309038742075536,4,3,1,0.95,4.0,3.0,1.3333333333333333,4,3,1,0,7.095591000000001,age_6_8
buzzer,1.5976034547870976,6,4,2,0.9473684210526315,3.0,2.0,1.5,12,8,1,0,5.72,below_6
buzzing,1.6739764335716716,7,5,2,0.95,3.5,2.5,1.4,14,10,0,3,7.095591000000001,age_6_8
by,7.201521745089584,2,2,1,1.0,2.0,2.0,1.0,2,2,1,0,5.411785000000001,below_6
bye,5.198930259909014,3,2,1,1.0,3.0,2.0,1.5,3,2,1,0,3.280385,below_6
bygones,1.4842747694800944,7,6,2,0.8947368421052632,3.5,3.0,1.1666666666666667,14,12,0,1,12.41,age_8_plus
bypass,1.5192128208413747,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,9.89,age_8_plus
cab,3.6056044038621833,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,6.94,age_6_8
