Word,log_freq_pm,Nletters,Nphon,Nsyll,Perc_known_final,letters_per_syll,phon_per_syll,letters_per_phon,letters_x_syll,phon_x_syll,is_lemma_match,lemma_length_diff,AoA_final,Age_Group
interesting,4.473765382110609,11,9,3,1.0,3.6666666666666665,3.0,1.2222222222222223,33,27,1,0,6.95,age_6_8
interests,2.65847541547236,9,8,2,1.0,4.5,4.0,1.125,18,16,0,1,7.37,age_6_8
interfere,2.3541724617845388,9,7,3,1.0,3.0,2.3333333333333335,1.2857142857142858,27,21,1,0,10.44,age_8_plus
interference,1.7311348474116202,12,10,4,1.0,3.0,2.5,1.2,48,40,1,0,10.28,age_8_plus
interfering,1.400893160541043,11,9,4,1.0,2.75,2.25,1.2222222222222223,44,36,0,2,10.44,age_8_plus
interior,1.830225750055851,8,7,4,1.0,2.0,1.75,1.1428571428571428,32,28,1,0,9.32,age_8_plus
intern,1.7136212649189118,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,14.0,age_8_plus
internal,2.3835323687980092,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,10.39,age_8_plus
international,2.722326887458893,13,11,5,1.0,2.6,2.2,1.1818181818181819,65,55,1,0,8.67,age_8_plus
internet,2.0214177015634585,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,12.33,age_8_plus
internship,1.3813803463174616,10,8,3,1.0,3.3333333333333335,2.6666666666666665,1.25,30,24,1,0,12.94,age_8_plus
interpret,1.238658362313826,9,8,3,1.0,3.0,2.6666666666666665,1.125,27,24,1,0,9.56,age_8_plus
interpretation,1.2666713985415,14,12,5,1.0,2.8,2.4,1.1666666666666667,70,60,1,0,10.17,age_8_plus
interrogation,1.8971199848858813,13,11,5,1.0,2.6,2.2,1.1818181818181819,65,55,1,0,10.67,age_8_plus
interrupt,2.9819117179353585,9,7,3,1.0,3.0,2.3333333333333335,1.2857142857142858,27,21,1,0,6.94,age_6_8
interrupted,1.830225750055851,11,9,4,1.0,2.75,2.25,1.2222222222222223,44,36,0,2,6.94,age_6_8
interrupting,2.1594842493533726,12,9,4,1.0,3.0,2.25,1.3333333333333333,48,36,0,3,6.94,age_6_8
intersection,1.1861681796924295,12,10,4,1.0,3.0,2.5,1.2,48,40,1,0,10.17,age_8_plus
interstate,1.1495787322601372,10,8,3,1.0,3.3333333333333335,2.6666666666666665,1.25,30,24,1,0,9.68,age_8_plus
intervention,1.5362345084108056,12,10,4,1.0,3.0,2.5,1.2,48,40,1,0,13.11,age_8_plus
interview,3.4180480720140114,9,7,3,1.0,3.0,2.3333333333333335,1.2857142857142858,27,21,1,0,10.53,age_8_plus
interviewed,1.5234954826333758,11,8,3,1.0,3.6666666666666665,2.6666666666666665,1.375,33,24,0,2,10.53,age_8_plus
interviewing,1.3862943611198906,12,9,4,1.0,3.0,2.25,1.3333333333333333,48,36,0,3,10.53,age_8_plus
interviews,1.8333654700605189,10,8,3,1.0,3.3333333333333335,2.6666666666666665,1.25,30,24,0,1,10.53,age_8_plus
intimacy,1.4526694300647633,8,8,4,1.0,2.0,2.0,1.0,32,32,1,0,12.58,age_8_plus
intimate,2.074527526877407,8,7,3,0.9444444444444444,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,13.29,age_8_plus
intimidated,1.3046163301056233,11,11,5,1.0,2.2,2.2,1.0,55,55,0,1,11.22,age_8_plus
into,6.7400325216093355,4,4,2,1.0,2.0,2.0,1.0,8,8,1,0,6.520113,age_6_8
intriguing,1.2666713985415,10,8,3,0.8888888888888888,3.3333333333333335,2.6666666666666665,1.25,30,24,1,0,10.31,age_8_plus
intro,1.0986122886681098,5,5,2,1.0,2.5,2.5,1.0,10,10,1,0,8.84,age_8_plus
introduce,3.575864445095578,9,8,3,1.0,3.0,2.6666666666666665,1.125,27,24,1,0,8.21,age_8_plus
introduced,2.535873093380028,10,9,3,1.0,3.3333333333333335,3.0,1.1111111111111112,30,27,0,1,8.21,age_8_plus
introducing,1.6055086342942109,11,10,4,1.0,2.75,2.5,1.1,44,40,0,2,8.21,age_8_plus
introduction,1.6628857468775136,12,11,4,1.0,3.0,2.75,1.0909090909090908,48,44,1,0,8.0,age_8_plus
intrude,1.2611312181658845,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,9.44,age_8_plus
intruder,1.5362345084108056,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,10.68,age_8_plus
intrusion,1.2499579175677595,9,8,3,0.9444444444444444,3.0,2.6666666666666665,1.125,27,24,1,0,10.24,age_8_plus
intuition,1.4887093665479603,9,8,4,1.0,2.25,2.0,1.125,36,32,1,0,10.58,age_8_plus
invade,1.400893160541043,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,9.39,age_8_plus
invaded,1.320447795322304,7,7,3,1.0,2.3333333333333335,2.3333333333333335,1.0,21,21,0,1,9.39,age_8_plus
invasion,2.2523232582131576,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,9.33,age_8_plus
invent,1.7241661780955269,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,8.16,age_8_plus
invented,2.8181055610642445,8,8,3,1.0,2.6666666666666665,2.6666666666666665,1.0,24,24,0,2,8.16,age_8_plus
invention,1.957052325608555,9,8,3,1.0,3.0,2.6666666666666665,1.125,27,24,1,0,8.33,age_8_plus
inventor,1.192138346678933,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,8.0,age_8_plus
inventory,1.7346010553881064,9,9,4,1.0,2.25,2.25,1.0,36,36,1,0,11.52,age_8_plus
invest,1.7449281695439558,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,12.53,age_8_plus
invested,1.6015638560031944,8,8,3,1.0,2.6666666666666665,2.6666666666666665,1.0,24,24,0,2,12.53,age_8_plus
investigate,2.348570206235869,11,10,4,1.0,2.75,2.5,1.1,44,40,1,0,9.0,age_8_plus
investigated,1.4247606419476866,12,12,5,1.0,2.4,2.4,1.0,60,60,0,1,9.0,age_8_plus
investigating,2.3162172417841034,13,12,5,1.0,2.6,2.4,1.0833333333333333,65,60,0,2,9.0,age_8_plus
investigation,3.4090099213989493,13,12,5,1.0,2.6,2.4,1.0833333333333333,65,60,1,0,9.89,age_8_plus
investigations,1.1244201726239824,14,13,5,1.0,2.8,2.6,1.0769230769230769,70,65,0,1,9.89,age_8_plus
investigator,1.9598185791014453,12,11,5,1.0,2.4,2.2,1.0909090909090908,60,55,1,0,9.32,age_8_plus
investigators,1.3046163301056233,13,12,5,1.0,2.6,2.4,1.0833333333333333,65,60,0,1,9.32,age_8_plus
investment,2.3744496542236897,10,10,3,1.0,3.3333333333333335,3.3333333333333335,1.0,30,30,1,0,11.39,age_8_plus
investments,1.2098379237783339,11,11,3,1.0,3.6666666666666665,3.6666666666666665,1.0,33,33,0,1,11.39,age_8_plus
investors,1.4434527749598391,9,8,3,1.0,3.0,2.6666666666666665,1.125,27,24,0,1,10.22,age_8_plus
invincible,1.3911843464140823,10,10,4,1.0,2.5,2.5,1.0,40,40,1,0,10.5,age_8_plus
invisible,2.5917366734251868,9,9,4,1.0,2.25,2.25,1.0,36,36,1,0,7.06,age_6_8
invitation,2.7652086149421584,10,9,4,1.0,2.5,2.25,1.1111111111111112,40,36,1,0,6.38,age_6_8
invitations,1.466337068793427,11,10,4,1.0,2.75,2.5,1.1,44,40,0,1,6.38,age_6_8
invite,3.420615467519257,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,6.79,age_6_8
invited,3.7249844587560528,7,7,3,1.0,2.3333333333333335,2.3333333333333335,1.0,21,21,0,1,6.79,age_6_8
invites,1.143348182509501,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,6.79,age_6_8
inviting,2.1036557998004306,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,0,2,6.79,age_6_8
involve,2.010973742402375,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,9.71,age_8_plus
involved,4.233253626080741,8,7,2,1.0,4.0,3.5,1.1428571428571428,16,14,0,1,9.71,age_8_plus
involvement,1.7719568419318754,11,10,3,1.0,3.6666666666666665,3.3333333333333335,1.1,33,30,1,0,9.22,age_8_plus
involves,1.791759469228055,8,7,2,1.0,4.0,3.5,1.1428571428571428,16,14,0,1,9.71,age_8_plus
involving,1.6094379124341003,9,8,3,1.0,3.0,2.6666666666666665,1.125,27,24,0,2,9.71,age_8_plus
iris,1.83961549040569,4,4,2,1.0,2.0,2.0,1.0,8,8,1,0,8.960566000000002,age_8_plus
iron,2.9413382014881924,4,3,2,1.0,2.0,1.5,1.3333333333333333,8,6,1,0,7.32,age_6_8
ironic,1.962577201540525,6,6,3,1.0,2.0,2.0,1.0,18,18,1,0,11.78,age_8_plus
irony,1.7171486054368803,5,5,3,1.0,1.6666666666666667,1.6666666666666667,1.0,15,15,1,0,11.4,age_8_plus
irrational,1.3664917338237108,10,8,4,1.0,2.5,2.0,1.25,40,32,1,0,11.28,age_8_plus
irregular,1.2611312181658845,9,8,4,1.0,2.25,2.0,1.125,36,32,1,0,9.16,age_8_plus
irrelevant,1.8143775578158274,10,9,4,1.0,2.5,2.25,1.1111111111111112,40,36,1,0,11.06,age_8_plus
irresistible,1.4434527749598391,12,11,5,1.0,2.4,2.2,1.0909090909090908,60,55,1,0,10.16,age_8_plus
irresponsible,1.7311348474116202,13,12,5,1.0,2.6,2.4,1.0833333333333333,65,60,1,0,9.72,age_8_plus
irritating,1.1557707025080584,10,8,4,1.0,2.5,2.0,1.25,40,32,1,0,8.53,age_8_plus
is,9.106534203250593,2,2,1,1.0,2.0,2.0,1.0,2,2,0,0,5.11,below_6
island,3.702995045021217,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,7.41,age_6_8
islands,1.70652903660942,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,7.41,age_6_8
isolate,1.3564413979702095,7,6,3,1.0,2.3333333333333335,2.0,1.1666666666666667,21,18,1,0,10.6,age_8_plus
isolation,1.4105086192404854,9,8,4,1.0,2.25,2.0,1.125,36,32,1,0,8.94,age_8_plus
issue,3.55926196081055,5,3,2,1.0,2.5,1.5,1.6666666666666667,10,6,1,0,8.6,age_8_plus
issued,1.8793153602523747,6,4,2,1.0,3.0,2.0,1.5,12,8,0,1,8.6,age_8_plus
issues,2.9809171877688505,6,4,2,1.0,3.0,2.0,1.5,12,8,0,1,8.6,age_8_plus
it,9.846775060019732,2,2,1,1.0,2.0,2.0,1.0,2,2,1,0,4.39937,below_6
itch,1.6441234704219905,4,2,1,1.0,4.0,2.0,2.0,4,2,1,0,5.05,below_6
itching,1.1801621556322175,7,4,2,1.0,3.5,2.0,1.75,14,8,0,3,5.05,below_6
itchy,1.1861681796924295,5,3,2,1.0,2.5,1.5,1.6666666666666667,10,6,1,0,5.16,below_6
item,2.5887954948343705,4,4,2,1.0,2.0,2.0,1.0,8,8,1,0,5.68,below_6
items,2.0445252765736077,5,5,2,1.0,2.5,2.5,1.0,10,10,0,1,5.68,below_6
itself,3.7082975399710376,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,6.424200000000001,age_6_8
jab,1.4708517491479536,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,8.42,age_8_plus
jack,5.53176063438251,4,3,1,0.9523809523809523,4.0,3.0,1.3333333333333333,4,3,1,0,6.957050000000001,age_6_8
jackass,2.054626372560112,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,10.0,age_8_plus
jacked,1.1680407950998728,6,4,1,0.9523809523809523,6.0,4.0,1.5,6,4,0,2,6.957050000000001,age_6_8
jacket,3.5383985031756406,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,3.95,below_6
jackets,1.4887093665479603,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,3.95,below_6
jackpot,1.5488132906176657,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,7.39,age_6_8
jacks,1.479820419130714,5,4,1,0.9523809523809523,5.0,4.0,1.25,5,4,0,1,6.957050000000001,age_6_8
jade,1.804746664754866,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,10.17,age_8_plus
jaguar,1.2156688440891272,6,6,2,0.9473684210526315,3.0,3.0,1.0,12,12,1,0,7.78,age_6_8
jail,4.271478394070956,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,5.74,below_6
jam,2.676174992571761,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,6.56,age_6_8
jammed,2.1131796813116863,6,4,1,1.0,6.0,4.0,1.5,6,4,0,3,6.56,age_6_8
janitor,1.905904814441614,7,6,3,1.0,2.3333333333333335,2.0,1.1666666666666667,21,18,1,0,7.21,age_6_8
january,2.039436207066137,7,8,4,1.0,1.75,2.0,0.875,28,32,1,0,5.518355000000001,below_6
japan,2.8039543815180012,5,5,2,0.9523809523809523,2.5,2.5,1.0,10,10,1,0,7.330045,age_6_8
jar,2.2314891713103155,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,5.44,below_6
jasmine,1.8642321180410462,7,6,2,0.95,3.5,3.0,1.1666666666666667,14,12,1,0,10.26,age_8_plus
jaw,2.0964528875063726,3,2,1,1.0,3.0,2.0,1.5,3,2,1,0,5.33,below_6
jaws,1.28311012488466,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,5.28,below_6
jay,2.8389637911846535,3,2,1,0.9523809523809523,3.0,2.0,1.5,3,2,1,0,8.12932,age_8_plus
jazz,2.5588979017781814,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,8.5,age_8_plus
jealous,3.6705757029414925,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,7.42,age_6_8
jealousy,1.9088160246490726,8,6,3,1.0,2.6666666666666665,2.0,1.3333333333333333,24,18,1,0,7.61,age_6_8
jean,2.9298857077564042,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,6.115147,age_6_8
jeans,2.0291797068989474,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,5.26,below_6
jeep,2.422544408073025,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,6.32,age_6_8
jelly,2.0940403411009885,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,4.11,below_6
jeopardize,1.3564413979702095,10,7,3,1.0,3.3333333333333335,2.3333333333333335,1.4285714285714286,30,21,1,0,11.5,age_8_plus
jeopardy,1.4887093665479603,8,6,3,1.0,2.6666666666666665,2.0,1.3333333333333333,24,18,1,0,8.63,age_8_plus
jerk,3.5303893070438632,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,8.31,age_8_plus
jerking,1.1861681796924295,7,5,2,1.0,3.5,2.5,1.4,14,10,0,3,8.31,age_8_plus
jerks,1.6813024736637443,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,8.31,age_8_plus
jerky,1.1861681796924295,5,4,2,0.9473684210526315,2.5,2.0,1.25,10,8,1,0,8.94,age_8_plus
jersey,2.9495856709182093,6,4,2,1.0,3.0,2.0,1.5,12,8,1,0,8.960566000000002,age_8_plus
jester,1.192138346678933,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,10.28,age_8_plus
jet,2.7171589173004502,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,5.39,below_6
jets,1.6885752329928243,4,4,1,1.0,4.0,4.0,1.0,4,4,0,1,5.39,below_6
jewel,2.108429078553088,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,6.22,age_6_8
jewelry,2.489796635082192,7,6,3,1.0,2.3333333333333335,2.0,1.1666666666666667,21,18,1,0,6.67,age_6_8
jewels,2.110807200958056,6,5,2,1.0,3.0,2.5,1.2,12,10,0,1,6.22,age_6_8
jingle,1.8015156441734195,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,5.21,below_6
jinx,1.6094379124341003,4,5,1,1.0,4.0,5.0,0.8,4,5,1,0,7.89,age_6_8
job,6.025865973825314,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,5.39,below_6
jobs,3.35368091579846,4,4,1,1.0,4.0,4.0,1.0,4,4,0,1,5.39,below_6
jockey,1.7652678537810784,6,4,2,0.9473684210526315,3.0,2.0,1.5,12,8,1,0,8.28,age_8_plus
jog,1.2272296664902032,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,6.21,age_6_8
jogging,1.2721810543524694,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,9.51473,age_8_plus
join,4.435939045199983,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,5.83,below_6
joined,2.8616404998556835,6,4,1,1.0,6.0,4.0,1.5,6,4,0,2,5.83,below_6
joining,2.5679614079315285,7,5,2,1.0,3.5,2.5,1.4,14,10,0,3,5.83,below_6
joint,3.3516225960323056,5,4,1,1.0,5.0,4.0,1.25,5,4,1,0,9.05,age_8_plus
joints,1.5735059032080372,6,5,1,1.0,6.0,5.0,1.2,6,5,0,1,9.05,age_8_plus
joke,4.304330028958799,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,5.2,below_6
joker,1.7171486054368803,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,6.55,age_6_8
jokes,3.0630243531087453,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,5.2,below_6
joking,2.975929646257811,6,5,2,1.0,3.0,2.5,1.2,12,10,0,2,5.2,below_6
jolly,2.138912095278164,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,6.594712000000001,age_6_8
josh,3.062107342498863,4,3,1,0.9047619047619048,4.0,3.0,1.3333333333333333,4,3,1,0,8.949909,age_8_plus
journal,2.290750635347043,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,8.5,age_8_plus
journalism,1.5735059032080372,10,9,4,1.0,2.5,2.25,1.1111111111111112,40,36,1,0,10.35,age_8_plus
journalist,1.9598185791014453,10,8,3,1.0,3.3333333333333335,2.6666666666666665,1.25,30,24,1,0,10.11,age_8_plus
journey,3.0417173867958147,7,4,2,1.0,3.5,2.0,1.75,14,8,1,0,7.67,age_6_8
joy,3.3860505659021696,3,2,1,1.0,3.0,2.0,1.5,3,2,1,0,6.74,age_6_8
judge,4.390325437488577,5,3,1,1.0,5.0,3.0,1.6666666666666667,5,3,1,0,8.85,age_8_plus
judged,1.617250452170894,6,4,1,1.0,6.0,4.0,1.5,6,4,0,1,8.85,age_8_plus
judges,2.2356908581640154,6,5,2,1.0,3.0,2.5,1.2,12,10,0,1,8.85,age_8_plus
judging,2.2145036249445713,7,5,2,1.0,3.5,2.5,1.4,14,10,0,2,8.85,age_8_plus
judgment,2.85939583000186,8,7,2,1.0,4.0,3.5,1.1428571428571428,16,14,1,0,8.939252,age_8_plus
jug,1.2885301923539991,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,5.83,below_6
juice,3.3279939776388603,5,3,1,1.0,5.0,3.0,1.6666666666666667,5,3,1,0,4.4,below_6
juicy,1.6665963262740489,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,4.84,below_6
jukebox,1.1861681796924295,7,7,2,1.0,3.5,3.5,1.0,14,14,1,0,7.42,age_6_8
jumbo,1.341173925839421,5,5,2,1.0,2.5,2.5,1.0,10,10,1,0,7.78,age_6_8
jump,4.26019128181255,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,2.84,below_6
jumped,3.097261931425336,6,5,1,1.0,6.0,5.0,1.2,6,5,0,2,2.84,below_6
jumper,1.192138346678933,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,7.0,age_6_8
jumping,2.7261854131464225,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,3,2.84,below_6
jumps,1.785202068681896,5,5,1,1.0,5.0,5.0,1.0,5,5,0,1,2.84,below_6
jumpy,1.4105086192404854,5,5,2,1.0,2.5,2.5,1.0,10,10,1,0,8.11,age_8_plus
junction,1.3714792753347502,8,7,2,1.0,4.0,3.5,1.1428571428571428,16,14,1,0,11.68,age_8_plus
jungle,3.1599164823708272,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,5.26,below_6
junior,3.6050714968418442,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,7.11,age_6_8
junk,2.7956060921265293,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,6.62,age_6_8
junkie,1.8239165808625863,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,12.68,age_8_plus
junkies,1.1244201726239824,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,12.68,age_8_plus
junkyard,1.3046163301056233,8,8,2,1.0,4.0,4.0,1.0,16,16,1,0,7.72,age_6_8
jurisdiction,1.8427259128200826,12,11,4,1.0,3.0,2.75,1.0909090909090908,48,44,1,0,12.75,age_8_plus
juror,1.2721810543524694,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,10.16,age_8_plus
jurors,1.2499579175677595,6,5,2,1.0,3.0,2.5,1.2,12,10,0,1,10.16,age_8_plus
jury,3.778827690776876,4,4,2,1.0,2.0,2.0,1.0,8,8,1,0,11.05,age_8_plus
just,8.465928792380046,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,7.010335,age_6_8
justice,3.6493841934720206,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,9.47,age_8_plus
justified,1.2443240998495035,9,8,3,1.0,3.0,2.6666666666666665,1.125,27,24,0,2,10.4,age_8_plus
justify,1.7950221148628713,7,7,3,1.0,2.3333333333333335,2.3333333333333335,1.0,21,21,1,0,10.4,age_8_plus
juvenile,1.8111775550851565,8,7,3,1.0,2.6666666666666665,2.3333333333333335,1.1428571428571428,24,21,1,0,11.63,age_8_plus
kangaroo,1.198073082198748,8,6,3,1.0,2.6666666666666665,2.0,1.3333333333333333,24,18,1,0,5.55,below_6
karaoke,1.466337068793427,7,7,4,1.0,1.75,1.75,1.0,28,28,1,0,11.85,age_8_plus
karate,2.148107562371264,6,5,3,1.0,2.0,1.6666666666666667,1.2,18,15,1,0,7.75,age_6_8
karma,1.493124384757077,5,5,2,1.0,2.5,2.5,1.0,10,10,1,0,13.67,age_8_plus
keen,1.6993861490970399,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,10.7,age_8_plus
keep,6.556583372800647,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,4.42,below_6
keeper,1.6250024289752119,6,4,2,1.0,3.0,2.0,1.5,12,8,1,0,8.12932,age_8_plus
keeping,3.953879758518694,7,5,2,1.0,3.5,2.5,1.4,14,10,0,3,4.42,below_6
keeps,3.9809635879663547,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,4.42,below_6
keg,1.4887093665479603,3,3,1,0.9444444444444444,3.0,3.0,1.0,3,3,1,0,13.41,age_8_plus
kept,4.504157503266368,4,4,1,1.0,4.0,4.0,1.0,4,4,0,0,4.42,below_6
ketchup,1.957052325608555,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,4.3,below_6
kettle,1.3360325263390023,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,8.06,age_8_plus
key,4.475775882061817,3,2,1,1.0,3.0,2.0,1.5,3,2,1,0,3.58,below_6
keys,3.9512437185814275,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,0,1,3.58,below_6
kick,4.309614057105405,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,4.06,below_6
kicked,3.452163825254183,6,4,1,1.0,6.0,4.0,1.5,6,4,0,2,4.06,below_6
kicking,2.8086937268818977,7,5,2,1.0,3.5,2.5,1.4,14,10,0,3,4.06,below_6
kicks,2.2102117728630306,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,4.06,below_6
kid,5.8295221526506795,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,4.28,below_6
kidding,4.903530338397279,7,5,2,1.0,3.5,2.5,1.4,14,10,0,4,4.28,below_6
kiddo,2.248191020928247,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,6.61,age_6_8
kidnap,2.0135949758822496,6,6,2,1.0,3.0,3.0,1.0,12,12,1,0,7.44,age_6_8
kidnapped,2.856019349585254,9,7,2,1.0,4.5,3.5,1.2857142857142858,18,14,0,3,7.44,age_6_8
kidnapper,1.617250452170894,9,7,3,1.0,3.0,2.3333333333333335,1.2857142857142858,27,21,1,0,7.55,age_6_8
kidnappers,1.4200325007517407,10,8,3,1.0,3.3333333333333335,2.6666666666666665,1.25,30,24,0,1,7.55,age_6_8
kidnapping,2.5724625408123196,10,8,3,1.0,3.3333333333333335,2.6666666666666665,1.25,30,24,1,0,8.42,age_8_plus
kidney,2.3689601619389182,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,9.33,age_8_plus
kidneys,1.6516706760573734,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,0,1,9.33,age_8_plus
kids,5.710751597857449,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,3.861149,below_6
kill,6.117146586553783,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,6.35,age_6_8
killed,5.673458019900439,6,4,1,1.0,6.0,4.0,1.5,6,4,0,2,6.35,age_6_8
killer,4.156736172551907,6,4,2,1.0,3.0,2.0,1.5,12,8,1,0,6.48,age_6_8
killers,2.510714533743873,7,5,2,1.0,3.5,2.5,1.4,14,10,0,1,6.48,age_6_8
killing,4.36621602864724,7,5,2,1.0,3.5,2.5,1.4,14,10,0,3,6.35,age_6_8
kills,3.0398429720014644,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,6.35,age_6_8
kilometers,1.400893160541043,10,9,4,1.0,2.5,2.25,1.1111111111111112,40,36,0,1,8.61,age_8_plus
kin,1.6628857468775136,3,3,1,0.9473684210526315,3.0,3.0,1.0,3,3,1,0,7.83,age_6_8
kind,6.382976552708858,4,4,1,1.0,4.0,4.0,1.0,4,4,1,0,4.89,below_6
kindergarten,1.5735059032080372,12,11,4,1.0,3.0,2.75,1.0909090909090908,48,44,1,0,4.38,below_6
kindness,2.3045439574793787,8,7,2,1.0,4.0,3.5,1.1428571428571428,16,14,1,0,6.26,age_6_8
kinds,3.1346413374126323,5,5,1,1.0,5.0,5.0,1.0,5,5,0,1,4.89,below_6
king,4.869493314940915,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,5.42,below_6
kingdom,2.7991924677577575,7,6,2,1.0,3.5,3.0,1.1666666666666667,14,12,1,0,6.05,age_6_8
kings,2.2986558148541563,5,4,1,1.0,5.0,4.0,1.25,5,4,0,1,5.42,below_6
kinky,1.3813803463174616,5,5,2,1.0,2.5,2.5,1.0,10,10,1,0,12.8,age_8_plus
kiss,4.805305979057173,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,3.61,below_6
kissed,3.38472254445865,6,4,1,1.0,6.0,4.0,1.5,6,4,0,2,3.61,below_6
kisser,1.4842747694800944,6,4,2,0.9444444444444444,3.0,2.0,1.5,12,8,1,0,6.88,age_6_8
kisses,2.1751972550179284,6,5,2,1.0,3.0,2.5,1.2,12,10,0,2,3.61,below_6
kissing,3.191041025874757,7,5,2,1.0,3.5,2.5,1.4,14,10,0,3,3.61,below_6
kit,2.9256884298210646,3,3,1,1.0,3.0,3.0,1.0,3,3,1,0,6.55,age_6_8
kitchen,4.082840737740616,7,5,2,1.0,3.5,2.5,1.4,14,10,1,0,3.68,below_6
kite,1.192138346678933,4,3,1,1.0,4.0,3.0,1.3333333333333333,4,3,1,0,4.58,below_6
kitten,1.7449281695439558,6,5,2,1.0,3.0,2.5,1.2,12,10,1,0,3.64,below_6
kitty,3.321644749960202,5,4,2,1.0,2.5,2.0,1.25,10,8,1,0,3.536153,below_6
